game,player,hand,value,average face value,nil chance,misdeal,nil
9012,south,TS 3S QH 6H 9C 6C 5C 4C 3C QD 9D 8D 3D,0,0.96,6.92,False,True
9012,west,LS DS 9S 7S 8H 4H KC 8C AD TD 7D 6D 5D,8,0.16,9.38,False,False
9013,north,LS AS KS 7S 5S 4S KH 7H 6H AC 3C 8D 4D,17,0.0,8.77,False,False
9013,east,BS 8S 6S JH 4H 3H KC 8C 4C AD KD QD 9D,13,0.0,9.38,False,False
9013,south,9S 3S TH 9H 5H TC 9C 7C 6C 5C 2C 7D 5D,0,0.96,6.69,False,True
9013,west,DS QS JS TS AH QH 8H QC JC JD TD 6D 3D,7,0.03,10.38,False,False
9014,north,LS AS QS 7S 5S 3S AH JH 7H QC TC 8D 4D,14,0.01,9.46,False,False
9014,east,9S 6S KH TH 8H 4H 3H KC 6C 5C QD 6D 5D,4,0.8,7.69,False,True
9014,south,BS TS 4S 9H 6H 5H AC 8C 4C 2C KD 9D 7D,11,0.0,8.31,False,False
9014,west,DS KS JS 8S QH JC 9C 7C 3C AD JD TD 3D,4,0.16,9.77,False,False
9015,north,BS JS KH QH JC 6C 5C 4C 3C AD KD 5D 3D,13,0.0,9.0,False,False
9015,east,KS 7S 3S AH TH 3H KC QC 9C 7C 2C QD 4D,6,0.65,8.38,False,True
9015,south,LS 8S 6S 5S 4S JH 9H 7H 5H 4H 8C TD 8D,5,0.2,7.77,False,False
9015,west,DS AS QS TS 9S 8H 6H AC TC JD 9D 7D 6D,9,0.09,10.08,False,False
9016,north,BS AS QS JS 6S 3S 9H 7H 4H KC 3C KD 5D,17,0.0,9.0,False,False
9016,east,KS 9S 8S AH 8H AC JC TC 7C 2C AD QD TD,11,0.39,10.15,False,False
9016,south,DS TS 7S 5S QH JH 6H 9C 6C 4C 9D 6D 4D,1,0.6,8.0,False,True
9016,west,LS 4S KH TH 5H 3H QC 8C 5C JD 8D 7D 3D,8,0.26,8.08,False,False
9017,north,KS 9S 8S 7S 6S 5S KH TH 9H 4H QC TC 6C,5,0.16,8.62,False,False
9017,east,AS TS 4S 8H 7H AC 7C 2C KD QD JD 9D 7D,7,0.45,9.08,False,True
9017,south,LS AH JH 6H 5H 3H KC JC 8C 5C TD 6D 3D,5,0.33,8.54,False,True
9017,west,BS DS QS JS 3S QH 9C 4C 3C AD 8D 5D 4D,10,0.0,9.0,False,False
9018,north,KS TS 9S 8S KH 3H JC TC 9C 8C 6C AD 5D,9,0.39,9.15,False,False
9018,east,DS AS 6S 8H KC 5C 2C QD JD 9D 8D 7D 4D,6,0.45,8.77,False,True
9018,south,BS QS JS 7S 4S 3S AH AC QC 7C 4C 3C 6D,12,0.0,8.77,False,False
9018,west,LS 5S QH JH TH 9H 7H 6H 5H 4H KD TD 3D,8,0.26,8.54,False,False
9019,north,8S QH 8H 6H 5H 4H KC JC 7C 5C 3C 6D 4D,1,1,7.08,False,True
9019,east,LS DS KS 6S 4S 3S AH KH 7H 9C JD 7D 3D,14,0.04,9.31,False,False
9019,south,AS JS TS 5S TH 9H TC 8C 6C AD QD 9D 8D,5,0.34,9.69,False,True
9019,west,BS QS 9S 7S JH 3H AC QC 4C 2C KD TD 5D,13,0.0,9.15,False,False
9020,north,AS 6S 4S AH JH TH 7H QC JC 7C 3C KD 4D,8,0.45,8.92,False,True
9020,east,DS KS JS 8S 9H 6H 5H AC 8C 6C 5C 2C 8D,2,0.27,8.46,False,True
9020,south,BS LS QS TS 7S 5S 3S 4H 3H 4C AD 7D 5D,17,0.0,8.23,False,False
9020,west,9S KH QH 8H KC TC 9C QD JD TD 9D 6D 3D,7,0.8,9.62,False,True
9021,north,LS DS KS QS 9S 7S 6S 5S JH 6H 4H KD TD,12,0.0,9.77,False,False
9021,east,BS TS 8S KH TH QC TC 9C 3C QD 8D 7D 3D,9,0.0,9.38,False,False
9021,south,AS 4S 3S QH 8H AC KC 8C 6C 5C 4C 2C JD,3,0.56,8.0,False,True
9021,west,JS AH 9H 7H 5H 3H JC 7C AD 9D 6D 5D 4D,0,1.0,8.08,False,True
9022,north,BS 9S 7S AH QH 9H 5H KC 6C KD JD 7D 4D,13,0.0,9.77,False,False
9022,east,6S 4S KH TH 7H 4H JC 9C 5C 3C 9D 8D 6D,2,0.96,7.31,False,True
9022,south,LS AS JS 5S 8H 6H AC QC 8C 7C 2C TD 3D,8,0.11,8.92,False,False
9022,west,DS KS QS TS 8S 3S JH 3H TC 4C AD QD 5D,9,0.01,9.23,False,False
9023,north,BS QS JH TH 7H AC KC 8C 5C 2C KD 8D 7D,11,0.0,9.77,False,False
9023,east,DS 8S 4S 8H 5H 4H 9C 7C AD QD JD TD 5D,0,0.8,8.62,False,True
9023,south,LS JS 5S 3S AH QH 9H 6H QC JC 6C 9D 4D,8,0.16,9.08,False,False
9023,west,AS KS TS 9S 7S 6S KH 3H TC 4C 3C 6D 3D,8,0.01,7.77,False,False
9024,north,BS DS 8S 7S QH TH QC JC 8C 2C KD TD 9D,9,0.0,10.31,False,False
9024,east,KS 5S 7H 5H 3H 7C 5C 3C AD JD 8D 6D 4D,2,0.78,7.0,False,True
9024,south,AS TS 9S 6S 3S KH AC KC TC 9C 4C QD 3D,3,0.11,9.23,False,False
9024,west,LS QS JS 4S AH JH 9H 8H 6H 4H 6C 7D 5D,7,0.08,8.69,False,False
9025,north,8S 7S JH 9H 8H 6H 4H 3H KC TC 3C 8D 5D,3,0.96,7.31,False,True
9025,east,BS LS AS QS 9S QH TH 7H AC QC 8C 7D 4D,22,0.0,10.92,False,False
9025,south,DS JS TS 6S JC 6C 4C 2C AD KD TD 9D 6D,0,0.48,9.0,False,True
9025,west,KS 5S 4S 3S AH KH 5H 9C 7C 5C QD JD 3D,10,0.49,8.0,False,False
9026,north,BS JS 7S 5S 9H 5H 4H QC 5C 4C 2C 7D 6D,6,0.0,7.23,False,False
9026,east,DS 9S 8S 6S AH QH 7H 6H JC 9C 8C KD 5D,5,0.48,9.46,False,True
9026,south,LS AS JH 3H AC KC TC 7C 6C AD JD 9D 3D,10,0.11,10.08,False,False
9026,west,KS QS TS 4S 3S KH TH 8H 3C QD TD 8D 4D,7,0.04,8.46,False,False
9027,north,DS AS 7S 5S 3S KH 3H TC 8C 6C AD 4D 3D,10,0.42,8.08,False,False
9027,east,BS LS TS 6S 5H 4H AC QC 9C 5C 3C 2C KD,11,0.0,8.92,False,False
9027,south,QS JS 9S 4S QH JH KC JC 7C 4C 9D 7D 6D,4,0.07,8.92,False,False
9027,west,KS 8S AH TH 9H 8H 7H 6H QD JD TD 8D 5D,2,0.52,9.31,False,True
9028,north,JS 4S 3S QH 8H 4H JC TC 8C 6C 2C 4D 3D,1,0.96,6.62,False,True
9028,east,BS DS KS 6S KH 7H 6H QC 9C QD JD 7D 6D,11,0.0,10.31,False,False
9028,south,LS AS QS TS 9S 8S 5S JH 3H KC 4C 3C 5D,13,0.01,8.69,False,False
9028,west,7S AH TH 9H 5H AC 7C 5C AD KD TD 9D 8D,6,0.8,9.62,False,True
9029,north,QS JS KH JH 6H 3H AC 9C 7C 5C JD TD 5D,6,0.31,9.0,False,True
9029,east,BS AS TS 6S 4S QH 9H 8H KC QC 2C AD 8D,18,0.0,9.92,False,False
9029,south,KS 9S 7S 3S 5H 4H JC TC 8C 4C 3C 9D 3D,2,0.58,6.85,False,True
9029,west,LS DS 8S 5S AH TH 7H 6C KD QD 7D 6D 4D,9,0.16,9.46,False,False
9030,north,BS 6S 3S 9H 8H 7H 5H AC JC TC 6C 3C 8D,6,0.0,8.23,False,False
9030,east,JS TS JH 3H 8C 5C 4C 2C JD 9D 7D 4D 3D,0,0.96,6.77,False,True
9030,south,DS AS 9S 8S 7S 5S 6H 4H KC QC TD 6D 5D,6,0.11,8.77,False,False
9030,west,LS KS QS 4S AH KH QH TH 9C 7C AD KD QD,21,0.02,11.46,False,False
9031,north,JS 8S 3S QH 5H 4H 3H KC JC 3C 7D 6D 3D,3,0.96,6.85,False,True
9031,east,KS 4S AH JH TH 8H TC 6C 4C 2C AD JD 9D,8,0.52,8.92,False,True
9031,south,BS LS AS 5S KH 6H QC 9C 5C KD QD TD 5D,20,0.0,10.54,False,False
9031,west,DS QS TS 9S 7S 6S 9H 7H AC 8C 7C 8D 4D,6,0.14,8.92,False,False
9032,north,QS 7S 5S 3S QH JH 4H KC QC TC 7C 2C 9D,3,0.53,8.23,False,True
9032,east,AS JS 6S 4S TH 9H 8H 5H 3H 8C AD QD 4D,8,0.42,8.31,False,True
9032,south,9S 8S KH 7H 6H AC JC 6C 5C 3C 7D 6D 3D,3,0.96,7.54,False,True
9032,west,BS LS DS KS TS AH 9C 4C KD JD TD 8D 5D,17,0.0,11.15,False,False
9033,north,AS 8S 3S AH JH 7H KC 8C 6C KD 8D 6D 5D,12,0.45,8.92,False,False
9033,east,KS QS 7S 4S KH QH 6H JC 3C 2C AD QD TD,13,0.14,9.15,False,False
9033,south,BS TS 5S TH 9H 8H 5H 3H 5C 4C JD 7D 4D,6,0.0,7.54,False,False
9033,west,LS DS JS 9S 6S 4H AC QC TC 9C 7C 9D 3D,5,0.16,9.62,False,False
9034,north,BS AS 9S 5S JH 6H QC JC 9C 7C 6C TD 5D,9,0.0,9.38,False,False
9034,east,KS TS 8S 6S KH TH 3H AC KC 5C 4C 3C 6D,5,0.49,8.31,False,True
9034,south,LS DS QS 4S 3S 4H TC AD QD 9D 8D 4D 3D,7,0.14,8.77,False,False
9034,west,JS 7S AH QH 9H 8H 7H 5H 8C 2C KD JD 7D,3,0.64,8.77,False,True
9035,north,TS 9H 7H 4H 3H AC KC 8C 5C 4C 3C JD 8D,1,1.0,7.62,False,True
9035,east,LS 7S 3S KH JH TH 8H QC TC 9C 7C 9D 5D,7,0.21,9.23,False,False
9035,south,AS QS JS 8S 5S 4S QH 5H JC 6C AD 7D 4D,9,0.02,8.69,False,False
9035,west,BS DS KS 9S 6S AH 6H 2C KD QD TD 6D 3D,12,0.0,9.69,False,False
9036,north,DS AS KS TS 3S KH TH 6H 5H TC 4C 2C TD,7,0.03,8.85,False,False
9036,east,BS LS QS 9S 8S 7S 6S 4S 8H 7H 7C 3C QD,13,0.0,8.92,False,False
9036,south,JS 5S QH 3H AC QC 6C 5C AD KD 7D 6D 4D,2,0.8,8.62,False,True
9036,west,AH JH 9H 4H KC JC 9C 8C JD 9D 8D 5D 3D,4,0.96,8.85,True,True
9037,north,AS TS 8S 5S 3S QH JH 7H 6H AC 9C 4C AD,11,0.0,9.0,False,False
9037,east,LS QS 9S 7S 8H 5H 3H TC 8C 6C 9D 7D 6D,7,0.17,8.15,False,False
9037,south,DS KS 6S 4S KH 9H KC QC JC 5C 3C JD 4D,5,0.39,9.15,False,True
9037,west,BS JS AH TH 4H 7C 2C KD QD TD 8D 5D 3D,10,0.0,8.92,False,False
9038,north,DS JS 9S 6S 4S 3S QH JH TH AC 6C 8D 5D,5,0.16,8.77,False,False
9038,east,BS KS 7S AH 9H 8H KC 7C AD QD TD 9D 4D,15,0.0,10.54,False,False
9038,south,AS 5S 4H 3H TC 9C 8C 4C 3C JD 7D 6D 3D,3,0.67,6.69,False,True
9038,west,LS QS TS 8S KH 7H 6H 5H QC JC 5C 2C KD,9,0.05,9.23,False,False
9039,north,BS 9S 6S 3S KH 8C 5C KD JD 8D 7D 4D 3D,6,0.0,8.23,False,False
9039,east,8S 7S TH 9H 7H 3H JC 9C 6C 3C TD 9D 6D,0,0.96,7.54,False,True
9039,south,AS KS QS TS 5S 4S 8H 6H QC TC 2C AD 5D,12,0.0,8.85,False,False
9039,west,LS DS JS AH QH JH 5H 4H AC KC 7C 4C QD,9,0.16,10.62,False,False
9040,north,LS JS 8S 7S 4S AH JH 6H QC KD TD 9D 8D,11,0.12,9.92,False,False
9040,east,BS QS 5S 3S KH 8H 5H 3H 6C AD 6D 5D 3D,12,0.0,7.69,False,False
9040,south,DS TS 9S TH 7H AC 9C 8C 7C 4C QD JD 7D,1,0.64,9.46,False,True
9040,west,AS KS 6S QH 9H 4H KC JC TC 5C 3C 2C 4D,6,0.05,8.15,False,False
9041,north,LS AS 7S KH 5H 3H AC KC 4C AD KD QD 5D,22,0.11,10.23,False,False
9041,east,QS TS 8S 6S 4S 3S AH QH 4H 8C 6C 6D 4D,7,0.21,7.46,False,False
9041,south,DS 9S 5S 9H 6H JC TC 9C 5C 3C 2C 7D 3D,0,0.96,7.23,False,True
9041,west,BS KS JS JH TH 8H 7H QC 7C JD TD 9D 8D,8,0.0,10.31,False,False
9042,north,DS AS JS TS 5S 4S KH QH 8H 5H KC QC 8D,8,0.08,10.0,False,False
9042,east,QS TH 9H 6H 3H TC 9C 6C 4C 2C 9D 6D 5D,0,1,7.0,False,True
9042,south,BS KS 8S 7S AH 4H AC 8C 5C KD JD 7D 3D,18,0.0,9.54,False,False
9042,west,LS 9S 6S 3S JH 7H JC 7C 3C AD QD TD 4D,7,0.16,8.69,False,False
9043,north,QS 9S 7S TH 4H 3H KC JC 7C 6C TD 9D 3D,4,0.7,8.0,False,True
9043,east,LS AS JS 4S JH QC 8C 3C AD QD 8D 6D 4D,9,0.11,9.46,False,False
9043,south,BS 8S 5S 3S KH QH 9H 7H 6H AC TC 7D 5D,10,0.0,8.92,False,False
9043,west,DS KS TS 6S AH 8H 5H 9C 5C 4C 2C KD JD,9,0.39,8.85,False,False
9044,north,AS QS 9S 4S 9H 7H 4H KC 9C 5C AD 8D 3D,12,0.15,8.54,False,False
9044,east,BS DS KS TS 7S 6S 5S 3S TH JC 8C TD 9D,8,0.0,9.54,False,False
9044,south,LS AH KH QH 6H 3H 6C 4C 2C JD 6D 5D 4D,3,0.33,7.85,False,True
9044,west,JS 8S JH 8H 5H AC QC TC 7C 3C KD QD 7D,4,0.64,9.31,False,True
9045,north,LS TS 9S KH JH 3H JC 4C QD TD 8D 7D 6D,8,0.21,9.23,False,False
9045,east,BS AS KS 5S 4S TH 7H 4H AC 7C 6C 5C KD,13,0.0,9.15,False,False
9045,south,JS 8S 7S 6S 9H 8H 6H KC 8C 2C JD 5D 3D,3,0.72,7.46,False,True
9045,west,DS QS 3S AH QH 5H QC TC 9C 3C AD 9D 4D,11,0.56,9.38,False,True
9046,north,BS LS KS JS KH 3H KC 9C 4C 3C KD 6D 5D,21,0.0,9.69,False,False
9046,east,AS 7S 4S JH TH 9H 6H 7C 6C 2C 9D 8D 3D,3,0.67,7.38,False,True
9046,south,QS TS 9S 8S 5S AH 8H 4H QC JC 5C QD TD,7,0.42,9.23,False,True
9046,west,DS 6S 3S QH 7H 5H AC TC 8C AD JD 7D 4D,7,0.64,8.92,False,True
9047,north,QS 8S 5S JH 8H KC QC TC 9C 8C 7C 6C 4D,2,0.56,8.69,False,True
9047,east,KS JS 7S 6S 3S KH 7H 6H 5H AC QD JD TD,9,0.0,9.08,False,False
9047,south,LS AS TS 9S AH 9H 5C 4C AD 8D 6D 5D 3D,12,0.11,9.0,False,False
9047,west,BS DS 4S QH TH 4H 3H JC 3C 2C KD 9D 7D,9,0.0,8.46,False,False
9048,north,6S 3S AH 9H 4H 3H AC TC 2C AD 9D 5D 4D,8,0.96,7.46,False,True
9048,east,LS AS QS TS 7S QH 8H 7H 6H 5H 9C 5C 6D,10,0.04,9.0,False,False
9048,south,BS DS KS 9S KH JH QC JC 3C QD 8D 7D 3D,12,0.0,10.31,False,False
9048,west,JS 8S 5S 4S TH KC 8C 7C 6C 4C KD JD TD,3,0.6,8.46,False,True
9049,north,BS DS TS 9S 6H 5H KC 7C 6C 2C AD 9D 8D,12,0.0,9.31,False,False
9049,east,JS 8S 6S AH QH JH 4H AC QC JC TC JD 6D,4,0.48,10.0,False,True
9049,south,LS AS QS 5S 9H 8H 9C 5C 3C KD QD TD 3D,12,0.04,9.15,False,False
9049,west,KS 7S 4S 3S KH TH 7H 3H 8C 4C 7D 5D 4D,4,0.58,6.77,False,True
9050,north,LS KS 9S 8S 6S 3S AH 8H 7H JC 8C 2C 8D,11,0.04,8.69,False,False
9050,east,BS AS TS 5S 4S KH QH KC 4C 3C AD TD 4D,19,0.0,9.46,False,False
9050,south,DS QS 7S 9H 6H QC TC 7C 6C KD 6D 5D 3D,4,0.7,8.54,False,True
9050,west,JS JH TH 5H 4H 3H AC 9C 5C QD JD 9D 7D,4,1.0,8.54,False,True
9051,north,BS DS AS 9S 6S 7H 4H 9C 8C KD 9D 7D 5D,11,0.0,9.46,False,False
9051,east,KS TS 3S TH 8H KC QC 2C AD JD TD 8D 3D,6,0.52,9.0,False,True
9051,south,LS QS 5S 4S KH QH 6H 5H AC JC 5C 6D 4D,13,0.14,8.69,False,False
9051,west,JS 8S 7S AH JH 9H 3H TC 7C 6C 4C 3C QD,2,0.8,8.08,False,True
9052,north,LS AS QS 9H 6H 4H KC JC TC 6C 4C QD TD,10,0.04,9.77,False,False
9052,east,DS 8S 7S 6S 5S 7H 9C 8C 5C 2C 9D 8D 7D,0,0.72,7.38,False,True
9052,south,KS 9S 4S AH KH QH 3H AC QC 7C AD KD 3D,18,0.39,10.08,False,False
9052,west,BS JS TS 3S JH TH 8H 5H 3C JD 6D 5D 4D,6,0.0,8.0,False,False
9053,north,6S 3S JH 5H TC 8C 6C 2C QD JD 7D 6D 3D,0,0.96,6.92,False,True
9053,east,BS LS JS TS 5S AH TH JC 9C 3C 9D 8D 4D,15,0.0,9.77,False,False
9053,south,AS QS 9S 8S 7S KH QH 8H 7H 6H 3H 5C TD,5,0.12,8.77,False,False
9053,west,DS KS 4S 9H 4H AC KC QC 7C 4C AD KD 5D,9,0.39,9.77,False,False
9054,north,7S KH QH TH 4H QC 6C 5C 2C KD 9D 4D 3D,4,1.0,7.69,False,True
9054,east,AS QS AH 9H 8H 7H 6H 5H TC 3C JD 7D 6D,5,0.2,8.62,False,False
9054,south,JS 8S 3S JH 3H KC 9C 8C 4C AD QD TD 5D,4,0.8,8.54,False,True
9054,west,BS LS DS KS TS 9S 6S 5S 4S AC JC 7C 8D,17,0.0,10.38,False,False
9055,north,BS AS KS TS 9S 8S AC QC 7C 5C 4C QD 8D,11,0.0,10.23,False,False
9055,east,DS QS 7S TH 7H 3H JC 8C 6C 3C 2C 4D 3D,2,0.84,7.0,False,True
9055,south,LS 6S 3S QH JH 9H 8H TC AD KD JD TD 9D,5,0.16,10.15,False,False
9055,west,JS 5S 4S AH KH 6H 5H 4H KC 9C 7D 6D 5D,3,0.8,7.85,False,True
9056,north,5S AH TH 8H TC 9C 8C 6C 2C QD TD 7D 6D,4,1.0,8.23,False,True
9056,east,BS LS QS TS 9S 8S 7S QH 3H KC 5C AD 4D,20,0.0,10.0,False,False
9056,south,KS JS 6S 4S 9H 7H 7C 4C 3C JD 9D 8D 5D,2,0.32,7.46,False,True
9056,west,DS AS 3S KH JH 6H 5H 4H AC QC JC KD 3D,11,0.45,9.54,False,False
9057,north,DS AS KS 5S 4S QH JH 8H JC 9C TD 7D 4D,6,0.03,9.46,False,False
9057,east,BS 9S 7S KH 5H KC QC 8C 7C KD JD 8D 3D,13,0.0,9.69,False,False
9057,south,LS 6S 3S AH TH 7H 4H 3H AC 4C 2C 9D 5D,9,0.32,7.46,False,False
9057,west,QS JS TS 8S 9H 6H TC 6C 5C 3C AD QD 6D,7,0.06,8.62,False,False
9058,north,LS DS 6S 4S AH KH JH TH 6H 3H 8C 5C 4D,5,0.16,8.85,False,False
9058,east,QS 8S 5S 7H 5H AC QC 3C QD JD TD 7D 3D,7,0.7,8.38,False,True
9058,south,BS AS QH 8H KC JC TC 9C 7C 4C 9D 8D 6D,9,0.0,9.85,False,False
9058,west,KS JS TS 9S 7S 3S 9H 4H 6C 2C AD KD 5D,9,0.03,8.15,False,False
9059,north,KS 6S 3S KH 7H 6H AC TC 9C 7C 6C KD 9D,8,0.52,8.92,False,True
9059,east,BS 8S 7S 5S AH QH 4H KC QC 3C TD 6D 3D,15,0.0,8.77,False,False
9059,south,AS TS JH TH 9H 8H 5H 8C AD 8D 7D 5D 4D,3,0.45,8.69,False,True
9059,west,LS DS QS JS 9S 4S 3H JC 5C 4C 2C QD JD,7,0.01,8.85,False,False
9060,north,LS 9S AH 6H KC JC 9C 5C KD JD 8D 6D 5D,11,0.21,9.69,False,False
9060,east,AS KS 8S 7S 6S 4S QH 8H 7H AC 7C 4D 3D,10,0.01,8.23,False,False
9060,south,QS JS TS KH JH 5H 3H QC TC 6C 3C 2C QD,4,0.08,8.46,False,False
9060,west,BS DS 5S 3S TH 9H 4H 8C 4C AD TD 9D 7D,8,0.0,8.85,False,False
9061,north,6S 5S 4S AH KH TH 5H KC TC 6C 4C QD 5D,6,0.8,8.23,False,True
9061,east,LS DS JS TS QH 3H AC QC 3C 2C KD 9D 4D,10,0.16,9.54,False,False
9061,south,QS 7S JH 6H 4H JC 9C 7C 5C JD TD 6D 3D,2,0.7,7.85,False,True
9061,west,BS AS KS 9S 8S 3S 9H 8H 7H 8C AD 8D 7D,15,0.0,9.62,False,False
9062,north,LS JS 5S 3S QH TH 8H AC KC TC 9C 3C TD,6,0.16,9.54,False,False
9062,east,DS AS 6S JH 7H 6H 5H 4H QC JC 8C QD 4D,4,0.45,8.85,False,True
9062,south,8S AH 9H 3H 7C 6C 4C 2C AD JD 8D 6D 5D,4,1,7.46,False,True
9062,west,BS KS QS TS 9S 7S 4S KH 5C KD 9D 7D 3D,12,0.0,9.38,False,False
9063,north,DS AS TS 9S 8S 4S 3S QH 8H KC 8C KD 6D,9,0.11,9.46,False,False
9063,east,JS 6S 5S KH JH 9H 5H 4H AC QC 7C 7D 5D,5,0.8,8.38,False,True
9063,south,BS QS AH TH 3H JC 9C 6C 4C 3C 2C 9D 4D,12,0.0,8.0,False,False
9063,west,LS KS 7S 7H 6H TC 5C AD QD JD TD 8D 3D,7,0.17,9.38,False,False
9064,north,QS TS 7S 3S KH 9H 8H 3H 5C 2C AD JD 4D,8,0.53,7.77,False,True
9064,east,BS DS KS 6S 4S 7H AC QC 4C TD 7D 6D 5D,13,0.0,9.23,False,False
9064,south,LS JS 9S QH JH 6H KC JC TC 9C 3C KD QD,9,0.16,10.46,False,False
9064,west,AS 8S 5S AH TH 5H 4H 8C 7C 6C 9D 8D 3D,5,0.56,7.77,False,True
9065,north,JS 5S TH 7H 3H JC TC 8C 6C 5C 6D 5D 3D,0,0.96,6.92,False,True
9065,east,BS LS QS 9S 8S 4S 3S KH 5H 4H AC 9C JD,20,0.0,9.62,False,False
9065,south,DS AS AH QH 9H 8H QC 7C 4C 3C QD 8D 4D,6,0.45,9.38,False,True
9065,west,KS TS 7S 6S JH 6H KC 2C AD KD TD 9D 7D,5,0.39,9.31,False,True
9066,north,KS 5S TH 6H JC 9C 8C 7C 5C 3C KD JD 8D,5,0.65,8.38,False,True
9066,east,LS DS TS AH JH 5H 4H KC TC AD TD 9D 7D,12,0.16,10.62,False,False
9066,south,BS JS 8S 4S KH QH 9H AC 6C 4C 6D 5D 4D,14,0.0,8.69,False,False
9066,west,AS QS 9S 7S 6S 3S 8H 7H 3H QC 2C QD 3D,5,0.06,7.54,False,False
9067,north,BS DS KS JS 7S 9H 8H QC 7C 4C QD JD 4D,10,0.0,10.0,False,False
9067,east,QS 5S KH QH TH AC KC JC TC 9C 3C 9D 3D,6,0.56,9.54,False,True
9067,south,TS 8S 4S AH 7H 5H 4H 2C AD KD 8D 7D 6D,2,0.8,7.85,False,True
9067,west,LS AS 9S 6S 3S JH 6H 3H 8C 6C 5C TD 5D,8,0.14,7.85,False,False
9068,north,BS AS KS 6S 3S JH 7H KC KD JD TD 7D 4D,11,0.0,9.92,False,False
9068,east,DS AH KH 8H 3H AC JC TC 9C 7C 3C 2C 9D,7,0.8,9.08,False,True
9068,south,TS 8S 5S 4S 6H 5H 4H QC 8C AD 8D 5D 3D,2,0.72,7.08,False,True
9068,west,LS QS JS 9S 7S QH TH 9H 6C 5C 4C QD 6D,8,0.02,9.15,False,False
9069,north,TS AH KH 9H 8H 7H 6H 4H QC 9C 6C 5C 6D,3,1.0,8.38,False,True
9069,east,KS QS JS 3S QH TH 3H AC 8C 4C 3C 2C 4D,5,0.01,7.62,False,False
9069,south,BS 9S 7S 5S 4S JH KC TC KD QD JD TD 3D,9,0.0,9.62,False,False
9069,west,LS DS AS 8S 6S 5H JC 7C AD 9D 8D 7D 5D,8,0.11,9.62,False,False
9070,north,BS QS TS KH JH 9H 5H AC KC 3C AD 9D 5D,21,0.0,10.38,False,False
9070,east,LS 6S TH 6H 4H 3H QC 8C 7C 4C QD 8D 3D,6,0.26,7.62,False,False
9070,south,AS JS 7S 4S 3S QH 8H TC 6C 2C 7D 6D 4D,3,0.5,7.23,False,True
9070,west,DS KS 9S 8S 5S AH 7H JC 9C 5C KD JD TD,9,0.29,10.0,False,False
9071,north,AS QS TS 9S AH JH KC QC 9C 8C 4C 2C 7D,9,0.12,9.62,False,False
9071,east,LS DS 6S QH 6H TC 7C 6C 5C TD 9D 4D 3D,5,0.26,8.38,False,True
9071,south,7S 5S 3S KH TH 4H 3H AC JC 3C QD 8D 6D,7,0.8,7.62,False,True
9071,west,BS KS JS 8S 4S 9H 8H 7H 5H AD KD JD 5D,12,0.0,9.62,False,False
9072,north,LS 8S 3S 3H AC KC 4C AD QD TD 8D 7D 3D,12,0.21,8.85,False,False
9072,east,KS 7S 5S KH QH 9H 8H 6H 5C KD JD 9D 6D,4,0.52,9.0,False,True
9072,south,DS QS JS 9S 6S AH 5H JC 9C 8C 7C 6C 4D,6,0.07,9.0,False,False
9072,west,BS AS TS 4S JH TH 7H 4H QC TC 3C 2C 5D,9,0.0,8.38,False,False
9073,north,AS 7S 3S QH 9H 5H 4H AC QC 4C 3C KD 5D,8,0.56,8.08,False,True
9073,east,BS LS DS 8S KH JH 6H 3H 2C QD 9D 8D 3D,13,0.0,9.46,False,False
9073,south,KS JS TS 6S TH 8H 7H JC 7C AD TD 6D 4D,4,0.21,9.0,False,True
9073,west,QS 9S 5S 4S AH KC TC 9C 8C 6C 5C JD 7D,6,0.0,8.69,False,False
9074,north,AS JS TS 6S 3S 8H KC 9C 7C 2C AD QD 3D,10,0.42,8.62,False,False
9074,east,BS LS 8S 4S KH 5H 3H QC 6C KD 9D 6D 4D,16,0.0,8.92,False,False
9074,south,7S 5S AH TH 6H JC TC 8C 5C 4C 3C 8D 5D,4,0.96,7.38,False,True
9074,west,DS KS QS 9S QH JH 9H 7H 4H AC JD TD 7D,8,0.0,10.31,False,False
9075,north,6S 3S QH JH TH 9H 7H AC QC 6C 3C JD 3D,2,0.8,8.23,False,True
9075,east,BS JS 9S 5S 4S 3H KC TC 8C KD QD 9D 5D,11,0.0,9.15,False,False
9075,south,DS KS TS AH KH 9C 7C 2C AD TD 8D 6D 4D,9,0.52,9.62,False,True
9075,west,LS AS QS 8S 7S 8H 6H 5H 4H JC 5C 4C 7D,10,0.05,8.23,False,False
9076,north,LS 8S 6S KH JH 8H JC AD QD JD 8D 6D 4D,8,0.16,9.85,False,False
9076,east,DS KS QS JS 3S AH QH 7H 3H QC 4C 3C TD,7,0.01,9.15,False,False
9076,south,TS 9S 7S 9H 6H 5H TC 9C 8C 6C 5C 2C 9D,0,0.96,7.31,False,True
9076,west,BS AS 5S 4S TH 4H AC KC 7C KD 7D 5D 3D,18,0.0,8.92,False,False
9077,north,BS AS TS 7S 6S 5S 3S TH 9H KC 7C QD 4D,12,0.0,9.0,False,False
9077,east,LS DS AH QH 6H 8C 6C 5C KD TD 8D 7D 5D,10,0.21,9.62,False,False
9077,south,KS QS JS 9S 8S KH JH 7H 5H 4H 9C 3C 6D,4,0.0,8.54,False,False
9077,west,4S 8H 3H AC QC JC TC 4C 2C AD JD 9D 3D,2,1.0,8.08,False,True
